序號,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限_速度(公里),道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別,縣市別代碼,機關代碼,市話,傳真
11,2023,01,1,0,20,臺中市,后里區,0,0,0,,,,30,,,,,,,,,,,,,,,9,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",9,"   ",1,22,"  ",B03,120.703499,24.321645,3,66000,387130000C,(04)23289100,(04)25368667
12,2023,01,1,0,22,臺中市,西屯區,0,0,0,6,,,40,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",C03,120.639083,24.164986,3,66000,387130000C,(04)23289100,(04)25368667
13,2023,01,1,0,25,臺中市,大里區,0,3,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,4,1,15,25,2,9,1,1,C03,7,9,1,10,2,11,"  ",25,25,1,4,8,C03,120.71366,24.094267,2,66000,387130000C,(04)23289100,(04)25368667
14,2023,01,1,0,27,臺中市,豐原區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,18,23,2,9,3,4,C03,7,9,2,18,2,14,"  ",23,23,1,22,8,C03,120.720336,24.259344,2,66000,387130000C,(04)23289100,(04)25368667
15,2023,01,1,0,28,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B01,"  ","  ",1,"  ",2,"  ","  ",6,"   ",1,22,"  ",B01,120.659315,24.182527,3,66000,387130000C,(04)23289100,(04)25368667
16,2023,01,1,0,30,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.624083,24.209466,3,66000,387130000C,(04)23289100,(04)25368667
17,2023,01,1,0,41,臺中市,東區,0,3,0,8,3,5,50,4,1,1,5,4,5,7,2,1,3,4,4,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,3,5,C03,120.694135,24.147945,2,66000,387130000C,(04)23289100,(04)25368667
18,2023,01,1,0,47,臺中市,北區,0,3,0,8,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,25,2,7,1,1,B03,7,5,1,8,2,1,"  ",25,25,1,22,8,B03,120.680976,24.163174,2,66000,387130000C,(04)23289100,(04)25368667
19,2023,01,1,1,0,臺中市,后里區,0,0,0,8,3,5,60,4,2,1,5,4,5,7,1,1,1,4,1,1,13,16,"  ","  ","  ","  ",B01,"  ","  ",1,"  ",1,"  ","  ",16,"   ",1,22,"  ",B01,120.676848,24.296594,3,66000,387130000C,(04)23289100,(04)25368667
20,2023,01,1,1,0,臺中市,神岡區,0,3,0,7,3,5,50,4,1,1,5,4,5,7,3,1,5,4,4,2,17,6,2,9,1,1,C03,7,9,1,10,2,11,"  ",6,6,1,12,7,C03,120.669471,24.269614,2,66000,387130000C,(04)23289100,(04)25368667
21,2023,01,1,1,5,臺中市,西屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",B03,"  ","  ",4,"  ",2,"  ","  ",7,"   ",1,22,"  ",B03,120.643678,24.171561,3,66000,387130000C,(04)23289100,(04)25368667
22,2023,01,1,1,13,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",42,"   ",1,21,"  ",B03,120.638213,24.163619,3,66000,387130000C,(04)23289100,(04)25368667
23,2023,01,1,1,15,臺中市,清水區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",11,"  ","  ",12,"   ",1,5,"  ",B03,120.558953,24.261128,3,66000,387130000C,(04)23289100,(04)25368667
24,2023,01,1,1,20,臺中市,后里區,0,0,0,8,,,50,,,,,,,,,,,,,,,1,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",1,"   ",1,21,"  ",B03,120.713233,24.328855,3,66000,387130000C,(04)23289100,(04)25368667
25,2023,01,1,1,27,臺中市,東區,0,1,0,6,3,5,50,14,8,1,4,4,5,7,4,4,9,4,4,2,18,43,3,10,1,1,B03,7,8,1,8,1,15,"  ",43,43,1,5,1,B03,120.693452,24.133073,2,66000,387130000C,(04)23289100,(04)25368667
26,2023,01,1,1,28,臺中市,大雅區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,16,6,2,8,1,1,C03,7,5,1,10,2,11,"  ",6,6,1,22,8,C03,120.653784,24.231071,2,66000,387130000C,(04)23289100,(04)25368667
27,2023,01,1,1,35,臺中市,神岡區,0,1,0,7,3,5,50,4,1,1,5,4,5,7,1,1,1,4,4,2,17,25,3,10,1,1,B03,7,5,1,8,2,1,"  ",25,25,1,12,8,B03,120.708962,24.259443,2,66000,387130000C,(04)23289100,(04)25368667
28,2023,01,1,1,40,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,8,"  ","  ","  ","  ",A05,"  ","  ",1,"  ",2,"  ","  ",8,8,1,10,"  ",A05,120.648174,24.160395,3,66000,387130000C,(04)23289100,(04)25368667
29,2023,01,1,1,40,臺中市,龍井區,0,0,0,8,,,30,,,,,,,,,,,,,,,42,"  ","  ","  ","  ","   ","  ","  ","  ","  ","  ","  ","  ",42,"   ",1,"  ","  ","   ",120.590566,24.182575,3,66000,387130000C,(04)23289100,(04)25368667
30,2023,01,1,1,42,臺中市,西屯區,0,2,0,8,3,5,50,14,8,1,5,4,5,7,4,4,5,4,4,2,16,6,2,9,3,4,C03,7,9,1,10,2,11,"  ",14,6,1,22,8,C03,120.639325,24.171194,2,66000,387130000C,(04)23289100,(04)25368667
31,2023,01,1,1,50,臺中市,大里區,0,1,0,6,3,5,50,3,1,1,4,4,5,7,4,4,10,5,5,2,11,26,3,10,1,1,B01,7,9,1,4,2,1,"  ",26,26,1,10,8,B01,120.66798,24.10818,2,66000,387130000C,(04)23289100,(04)25368667
32,2023,01,1,1,52,臺中市,北屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,3,10,1,1,B01,7,9,1,4,2,2,"  ",6,6,1,10,8,B01,120.737051,24.178165,2,66000,387130000C,(04)23289100,(04)25368667
33,2023,01,1,1,55,臺中市,西屯區,0,2,0,8,3,5,40,14,8,1,5,4,5,7,4,4,1,5,1,2,9,23,2,9,1,1,C03,7,9,1,10,2,12,"  ",23,23,1,21,8,C03,120.618191,24.181078,2,66000,387130000C,(04)23289100,(04)25368667
34,2023,01,1,1,55,臺中市,大肚區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,9,4,5,1,13,23,2,8,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,21,8,C03,120.579471,24.16872,2,66000,387130000C,(04)23289100,(04)25368667
35,2023,01,1,1,56,臺中市,南屯區,0,0,0,6,,,40,,,,,,,,,,,,,,,18,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",18,"   ",1,22,"  ",B03,120.622896,24.146451,3,66000,387130000C,(04)23289100,(04)25368667
36,2023,01,1,2,0,臺中市,后里區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,1,15,6,3,10,1,1,B03,7,12,1,8,2,8,"  ",6,6,1,22,8,B03,120.691901,24.317896,2,66000,387130000C,(04)23289100,(04)25368667
37,2023,01,1,2,3,臺中市,霧峰區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",6,"   ",1,4,"  ",B03,120.702928,24.062022,3,66000,387130000C,(04)23289100,(04)25368667
38,2023,01,1,2,18,臺中市,西屯區,0,1,0,8,3,5,40,14,8,1,5,4,5,7,4,4,1,5,1,2,17,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,22,8,C03,120.618391,24.18139,2,66000,387130000C,(04)23289100,(04)25368667
39,2023,01,1,2,18,臺中市,西屯區,0,1,0,8,3,5,30,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,3,10,1,1,C03,7,9,2,18,2,14,"  ",6,6,1,22,8,C03,120.643581,24.191351,2,66000,387130000C,(04)23289100,(04)25368667
40,2023,01,1,2,20,臺中市,西屯區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,5,4,5,2,16,8,3,10,1,1,B03,7,5,1,8,2,6,"  ",8,8,1,22,8,B03,120.637915,24.181023,2,66000,387130000C,(04)23289100,(04)25368667
41,2023,01,1,2,25,臺中市,西屯區,0,0,0,6,,,30,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.637045,24.159047,3,66000,387130000C,(04)23289100,(04)25368667
42,2023,01,1,2,33,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.750008,24.268952,3,66000,387130000C,(04)23289100,(04)25368667
43,2023,01,1,2,39,臺中市,西區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B03,7,9,1,8,2,8,"  ",25,25,1,21,8,B03,120.657261,24.139286,2,66000,387130000C,(04)23289100,(04)25368667
44,2023,01,1,2,43,臺中市,清水區,0,1,0,8,3,5,40,4,1,1,5,4,5,7,1,1,8,3,4,1,16,6,2,9,1,1,C03,7,5,1,10,2,14,"  ",6,6,1,21,8,C03,120.575556,24.269449,2,66000,387130000C,(04)23289100,(04)25368667
45,2023,01,1,2,56,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,9,"  ",B03,120.570954,24.237753,3,66000,387130000C,(04)23289100,(04)25368667
46,2023,01,1,3,0,臺中市,神岡區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,5,4,4,1,17,25,3,10,1,1,C03,7,9,1,10,2,15,"  ",25,25,1,12,8,C03,120.676822,24.287982,2,66000,387130000C,(04)23289100,(04)25368667
47,2023,01,1,3,5,臺中市,中區,0,1,0,7,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,10,3,10,1,1,B03,7,11,1,8,2,2,"  ",10,10,1,5,8,B03,120.675449,24.143945,2,66000,387130000C,(04)23289100,(04)25368667
48,2023,01,1,3,30,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,4,"  ",B03,120.717136,24.075131,3,66000,387130000C,(04)23289100,(04)25368667
49,2023,01,1,3,31,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",42,"   ",1,22,"  ",C03,120.644263,24.171255,3,66000,387130000C,(04)23289100,(04)25368667
50,2023,01,1,4,34,臺中市,北區,0,1,0,6,3,5,50,11,8,1,4,4,5,7,4,4,8,3,5,2,17,23,2,7,1,1,C03,7,9,2,18,2,12,"  ",23,23,1,16,8,C03,120.684964,24.157254,2,66000,387130000C,(04)23289100,(04)25368667
51,2023,01,1,4,51,臺中市,中區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,16,19,3,10,1,1,B03,7,1,1,8,2,4,"  ",19,19,1,21,8,B03,120.680484,24.145587,2,66000,387130000C,(04)23289100,(04)25368667
52,2023,01,1,5,31,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",B01,"  ","  ",1,"  ",2,"  ","  ",7,"   ",1,22,"  ",B01,120.68616,24.146227,3,66000,387130000C,(04)23289100,(04)25368667
53,2023,01,1,6,13,臺中市,西屯區,0,1,0,6,2,5,40,4,8,1,4,4,5,7,1,1,1,4,3,2,9,23,3,10,3,4,A05,7,9,1,1,2,5,"  ",23,23,1,22,8,A05,120.592653,24.182978,2,66000,387130000C,(04)23289100,(04)25368667
54,2023,01,1,6,34,臺中市,沙鹿區,0,1,0,7,1,5,30,15,9,1,5,4,5,7,4,4,10,5,5,2,11,5,3,10,1,1,C03,7,9,2,18,2,14,"  ",5,5,1,22,9,C03,120.604056,24.241412,2,66000,387130000C,(04)23289100,(04)25368667
55,2023,01,1,6,57,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,5,"  ",B03,120.646448,24.110594,3,66000,387130000C,(04)23289100,(04)25368667
56,2023,01,1,7,28,臺中市,大里區,0,1,0,8,1,5,60,4,2,1,4,4,5,7,1,1,1,2,4,1,18,23,2,9,1,1,C03,7,9,1,10,2,14,"  ",23,23,1,22,9,C03,120.674541,24.102824,2,66000,387130000C,(04)23289100,(04)25368667
57,2023,01,1,7,35,臺中市,太平區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,21,"  ",B03,120.718241,24.128205,3,66000,387130000C,(04)23289100,(04)25368667
58,2023,01,1,7,48,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",42,"   ",1,22,"  ",B03,120.604772,24.187601,3,66000,387130000C,(04)23289100,(04)25368667
59,2023,01,1,7,49,臺中市,太平區,0,2,0,6,1,5,30,3,7,1,4,4,5,7,4,4,5,5,4,1,16,8,2,9,1,1,C03,7,5,1,10,2,11,"  ",8,8,1,5,8,C03,120.712083,24.150019,2,66000,387130000C,(04)23289100,(04)25368667
60,2023,01,1,7,50,臺中市,北屯區,0,1,0,6,1,5,50,14,9,1,4,4,5,7,4,4,5,5,5,2,16,23,2,8,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,21,8,C03,120.704598,24.164935,2,66000,387130000C,(04)23289100,(04)25368667
61,2023,01,1,7,56,臺中市,太平區,0,0,0,6,,,30,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,21,"  ",B03,120.720761,24.157066,3,66000,387130000C,(04)23289100,(04)25368667
62,2023,01,1,8,12,臺中市,大甲區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,1,16,10,3,10,1,1,B03,7,11,1,8,2,8,"  ",10,10,1,22,9,B03,120.623983,24.340926,2,66000,387130000C,(04)23289100,(04)25368667
63,2023,01,1,8,15,臺中市,大里區,0,1,0,6,1,5,50,3,1,1,4,4,5,7,4,4,3,4,5,1,16,6,3,10,1,1,B03,7,8,6,8,2,2,"  ",6,6,1,5,1,B03,120.687995,24.094459,2,66000,387130000C,(04)23289100,(04)25368667
64,2023,01,1,8,32,臺中市,南區,0,1,0,6,1,5,50,14,9,1,4,4,5,7,4,4,5,4,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,"  ",23,23,1,5,8,C03,120.665227,24.124014,2,66000,387130000C,(04)23289100,(04)25368667
65,2023,01,1,8,55,臺中市,大里區,0,1,0,6,1,5,60,14,8,1,4,4,5,7,4,4,1,4,4,1,17,23,2,9,1,1,C03,7,8,1,10,2,12,"  ",23,23,1,22,9,C03,120.662464,24.108884,2,66000,387130000C,(04)23289100,(04)25368667
66,2023,01,1,8,59,臺中市,西區,0,1,0,6,1,5,50,14,8,1,4,4,5,7,4,4,3,4,3,2,18,43,2,9,1,1,C03,7,9,1,10,2,15,"  ",43,43,1,22,9,C03,120.671606,24.149655,2,66000,387130000C,(04)23289100,(04)25368667
67,2023,01,1,9,15,臺中市,梧棲區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,11,"  ",25,25,1,5,8,C03,120.535361,24.259413,2,66000,387130000C,(04)23289100,(04)25368667
68,2023,01,1,9,24,臺中市,豐原區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",9,"  ","  ",23,23,2,21,"  ",B03,120.728775,24.243149,3,66000,387130000C,(04)23289100,(04)25368667
69,2023,01,1,9,25,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",B03,"  ","  ",1,8,2,"  ","  ",7,7,1,12,"  ",B03,120.653574,24.136717,3,66000,387130000C,(04)23289100,(04)25368667
70,2023,01,1,9,30,臺中市,沙鹿區,0,2,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,5,4,2,10,4,2,9,1,1,C03,7,9,3,18,2,11,"  ",4,4,1,19,5,C03,120.566269,24.234579,2,66000,387130000C,(04)23289100,(04)25368667
71,2023,01,1,9,34,臺中市,北區,0,1,0,6,1,5,50,14,9,1,4,4,5,7,4,4,3,4,5,2,17,42,3,10,1,1,C03,7,9,1,10,2,13,"  ",42,42,1,13,9,C03,120.676017,24.149832,2,66000,387130000C,(04)23289100,(04)25368667
72,2023,01,1,9,40,臺中市,東區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,"  ",23,23,1,22,8,C03,120.698085,24.147932,2,66000,387130000C,(04)23289100,(04)25368667
73,2023,01,1,9,46,臺中市,南屯區,0,1,0,6,1,5,40,15,9,1,4,4,5,7,4,4,10,5,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,"  ",23,23,1,22,8,C03,120.620622,24.152522,2,66000,387130000C,(04)23289100,(04)25368667
74,2023,01,1,10,10,臺中市,清水區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,5,"  ",B03,120.557638,24.272135,3,66000,387130000C,(04)23289100,(04)25368667
75,2023,01,1,10,24,臺中市,中區,0,0,0,6,1,5,50,14,7,1,4,4,5,7,4,4,5,4,4,2,12,10,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",10,"   ",1,22,"  ",B03,120.677029,24.145374,3,66000,387130000C,(04)23289100,(04)25368667
76,2023,01,1,10,25,臺中市,西區,0,1,0,7,1,5,50,4,1,1,4,4,5,7,2,1,10,5,5,2,12,19,2,8,1,1,C03,7,1,1,10,2,11,"  ",19,19,1,22,9,C03,120.660186,24.146726,2,66000,387130000C,(04)23289100,(04)25368667
77,2023,01,1,10,30,臺中市,南屯區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,9,23,3,10,1,1,C03,7,6,1,10,2,11,"  ",23,23,1,22,9,C03,120.638864,24.13789,2,66000,387130000C,(04)23289100,(04)25368667
78,2023,01,1,10,40,臺中市,龍井區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.591976,24.188597,3,66000,387130000C,(04)23289100,(04)25368667
79,2023,01,1,10,43,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",23,23,1,22,"  ",C03,120.649795,24.134708,3,66000,387130000C,(04)23289100,(04)25368667
80,2023,01,1,10,44,臺中市,龍井區,0,2,0,7,1,5,60,4,1,1,5,4,5,7,2,1,10,5,5,2,12,26,2,5,1,1,B12,7,8,1,8,2,5,"  ",26,26,1,22,8,B12,120.585647,24.186009,2,66000,387130000C,(04)23289100,(04)25368667
81,2023,01,1,10,45,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,4,"  ",B03,120.643965,24.16809,3,66000,387130000C,(04)23289100,(04)25368667
82,2023,01,1,10,51,臺中市,北區,0,0,0,8,1,5,50,4,9,1,5,4,5,7,1,1,5,4,5,2,13,23,3,10,1,1,B03,7,9,6,8,3,1,"  ",23,23,1,5,5,B03,120.682216,24.154649,3,66000,387130000C,(04)23289100,(04)25368667
83,2023,01,1,11,8,臺中市,豐原區,0,0,0,6,,,30,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",9,"  ","  ",23,"   ",1,22,"  ",C03,120.715729,24.2438,3,66000,387130000C,(04)23289100,(04)25368667
84,2023,01,1,11,9,臺中市,北區,0,0,0,,,,50,,,,,,,,,,,,,,,19,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",19,"   ",1,22,"  ",B12,120.685369,24.154571,3,66000,387130000C,(04)23289100,(04)25368667
85,2023,01,1,11,11,臺中市,潭子區,0,1,0,7,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,16,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,22,9,C03,120.701778,24.190911,2,66000,387130000C,(04)23289100,(04)25368667
86,2023,01,1,11,13,臺中市,西屯區,0,0,0,8,,,60,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",7,"   ",1,22,"  ",B03,120.646507,24.164394,3,66000,387130000C,(04)23289100,(04)25368667
87,2023,01,1,11,16,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.694457,24.147985,3,66000,387130000C,(04)23289100,(04)25368667
88,2023,01,1,11,29,臺中市,大里區,0,0,0,8,1,5,60,4,2,1,5,4,5,7,1,1,1,2,4,1,12,26,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",26,"   ",1,22,"  ",B03,120.685454,24.102988,3,66000,387130000C,(04)23289100,(04)25368667
89,2023,01,1,11,30,臺中市,潭子區,0,1,0,7,1,5,60,3,1,1,5,4,5,7,1,1,1,4,4,1,16,25,3,10,1,1,B03,7,9,1,8,2,5,"  ",25,25,1,22,9,B03,120.704551,24.204673,2,66000,387130000C,(04)23289100,(04)25368667
90,2023,01,1,11,30,臺中市,北屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ",2,1,20,1,3,"  ",12,12,1,21,8,B03,120.682786,24.18198,3,66000,387130000C,(04)23289100,(04)25368667
91,2023,01,1,11,32,臺中市,沙鹿區,0,2,0,8,1,5,40,3,1,1,5,4,5,7,4,4,10,5,5,2,16,26,3,10,1,1,B03,7,5,1,8,2,5,"  ",26,26,1,9,9,B03,120.575418,24.260082,2,66000,387130000C,(04)23289100,(04)25368667
92,2023,01,1,11,35,臺中市,北區,0,0,0,8,,,40,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",12,"   ",1,22,"  ",B03,120.68344,24.168375,3,66000,387130000C,(04)23289100,(04)25368667
93,2023,01,1,11,35,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B03,120.643408,24.165344,3,66000,387130000C,(04)23289100,(04)25368667
94,2023,01,1,11,40,臺中市,烏日區,0,2,0,8,1,5,70,3,3,1,5,4,5,7,2,1,1,4,4,1,17,23,2,9,1,1,C03,7,14,1,10,2,11,"  ",23,23,1,21,8,C03,120.598333,24.111309,2,66000,387130000C,(04)23289100,(04)25368667
95,2023,01,1,11,40,臺中市,龍井區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,9,"  ",B03,120.549459,24.236873,3,66000,387130000C,(04)23289100,(04)25368667
